,Pressure_Sensor_1,Pressure_Sensor_2,Pressure_Sensor_3,Flow_Rate_1,Flow_Rate_2,Flow_Rate_3,Pipe_Diameter,Leak_Label
06-01-2022 16:00,42.8939105,46.95796209,49.03412264,186.3270659,129.0041866,138.29379,8,0
06-01-2022 17:00,42.00027416,44.79778493,51.8873959,101.6099442,119.4168547,160.6188804,12,1
06-01-2022 18:00,49.88421301,46.16899997,47.69762052,162.9098715,198.5019013,154.0649107,10,0
06-01-2022 19:00,45.35665145,51.5662089,52.43243395,196.8453785,142.0898185,114.7929551,12,1
06-01-2022 20:00,59.64027451,48.75740929,52.37580473,119.5151973,186.6949552,157.2353465,12,0
06-01-2022 21:00,52.49948289,40.41526477,52.93227624,126.1366849,108.7745533,161.9472863,12,0
06-01-2022 22:00,43.77133137,40.46731121,57.59139221,180.5025251,142.6678939,122.3508696,8,0
06-01-2022 23:00,58.59699306,57.03204086,58.85874389,183.6981728,170.3642324,176.4283291,8,0
07-01-2022 00:00,44.96039275,41.29232251,53.28012952,170.0221498,156.1732698,156.6399478,10,0
07-01-2022 01:00,59.45294314,49.62832347,58.96316177,125.9272755,119.5311418,196.6891501,10,0
07-01-2022 02:00,45.553198,59.39520783,46.34410894,195.9468886,159.3680977,169.5704603,10,0
07-01-2022 03:00,42.01670408,46.00763378,54.64157538,107.4929693,122.6446555,107.8377524,10,1
07-01-2022 04:00,43.80046631,44.60485477,51.85219116,181.7980491,165.0479202,105.062627,10,0
07-01-2022 05:00,43.088701,49.82828542,47.18549636,139.3093047,108.1637237,132.1210226,8,0
07-01-2022 06:00,43.71341048,44.00388642,48.41030785,112.4475258,156.0784977,113.1905761,10,0
07-01-2022 07:00,49.19661397,52.80608294,50.78719595,146.3124473,106.840701,156.3275207,8,0
07-01-2022 08:00,41.76894901,56.55739064,40.04668836,181.8077887,106.0780906,176.7240442,10,0
07-01-2022 09:00,45.4842355,46.4745776,40.20380973,126.0428285,151.0696894,163.7331053,8,0
07-01-2022 10:00,42.06849691,44.71586559,54.01227986,100.0050629,100.3813247,194.2434403,8,0
07-01-2022 11:00,53.98776614,40.72202495,45.28532999,184.1982038,168.927854,190.5807254,10,0
07-01-2022 12:00,47.53732009,51.20168015,54.43798461,120.8074779,196.2564948,102.9362387,8,0
07-01-2022 13:00,50.55235353,47.56569051,44.61613387,178.7045985,144.5185889,193.4824786,8,0
07-01-2022 14:00,49.60457047,59.94390873,53.0198924,185.2240977,157.2166047,155.8387327,10,0
07-01-2022 15:00,57.69135999,58.40613249,44.74263378,141.051984,191.1649904,116.9022523,12,0
07-01-2022 16:00,51.15521697,55.54391814,40.87087268,197.3217543,128.2477019,186.6316818,10,0
07-01-2022 17:00,59.98970949,49.05297454,46.60836841,194.9617419,154.1456098,119.2006616,12,1
07-01-2022 18:00,55.14127486,57.40754487,59.17961508,172.034955,142.2074008,116.7828166,10,0
07-01-2022 19:00,55.95424481,51.43404272,41.80831986,130.9251484,146.6828736,198.9379873,8,0
07-01-2022 20:00,52.52809925,59.14475404,50.03859568,178.5542111,103.1989529,119.1623787,12,0
07-01-2022 21:00,43.10199283,46.90164394,59.48292876,125.4130854,122.2689388,159.5187272,10,0
07-01-2022 22:00,57.16970098,59.26921775,44.70506135,155.5658746,144.6130037,177.1045545,10,0
07-01-2022 23:00,58.23819761,50.78695853,52.43065312,105.6490874,159.8678515,103.4000342,8,0
08-01-2022 00:00,59.64376102,46.12286525,44.74836703,110.4028005,131.2594981,194.3472852,12,0
08-01-2022 01:00,43.46783793,52.9573045,51.75116781,156.2954241,156.5510142,183.7972882,10,0
08-01-2022 02:00,40.09696061,45.05578608,52.58095161,120.9122971,159.7786384,155.1405767,10,0
08-01-2022 03:00,47.50113241,56.83984634,59.7242332,186.1952359,137.449442,169.3317055,10,0
08-01-2022 04:00,51.66475285,58.25351001,58.60860268,182.0856169,100.8559597,126.7557975,10,0
08-01-2022 05:00,54.84136843,43.5667812,45.51894264,115.8217944,125.1526429,137.3969977,12,0
08-01-2022 06:00,41.15956827,58.89513585,44.88300189,158.0486219,142.4022573,193.2484805,12,0
08-01-2022 07:00,43.61384528,41.77505675,55.47543638,117.674795,172.6326386,104.3160272,12,0
08-01-2022 08:00,42.08002277,59.09447693,53.77649843,115.0979925,110.6164908,186.1804474,12,0
08-01-2022 09:00,59.34760891,58.03965456,57.49210703,134.4243945,149.7540619,145.3568383,10,0
08-01-2022 10:00,44.25540584,49.56920096,51.4474654,170.7624085,162.1919136,108.1562142,12,0
08-01-2022 11:00,48.72160896,57.13552558,54.89387824,152.576075,101.3768984,147.7502307,8,0
08-01-2022 12:00,56.23954156,54.235494,59.84302993,108.9653712,196.8094087,111.9257216,10,0
08-01-2022 13:00,56.63030994,53.6102415,57.52041282,159.3867062,121.4348899,167.1482483,10,0
08-01-2022 14:00,55.41448579,55.15905926,48.0372095,170.6266586,158.2120817,166.1818898,12,0
08-01-2022 15:00,47.01267397,49.06461029,47.00718547,194.6485793,134.5407372,195.4704882,8,0
08-01-2022 16:00,46.73566258,54.84266204,52.54699327,158.0305205,156.6068802,159.4437285,12,0
08-01-2022 17:00,55.91535104,48.90351897,57.66624472,109.0642204,186.9578359,167.7426814,8,0
08-01-2022 18:00,42.15441951,57.22123782,59.23554451,179.2502219,150.3905729,100.7552997,12,0
08-01-2022 19:00,47.54835714,42.57416633,41.87659135,184.9498269,119.076289,174.5946533,12,0
08-01-2022 20:00,44.14485014,54.44284871,45.69437899,121.6440617,145.9861694,133.0972344,8,0
08-01-2022 21:00,50.26118409,52.68734179,55.09395299,193.467557,123.6783338,133.2888561,8,0
08-01-2022 22:00,55.8128785,42.23704514,56.80567958,138.2835416,131.3739927,167.923906,12,1
08-01-2022 23:00,47.2640833,59.69581152,54.96093813,169.8357067,179.2557347,196.8860321,8,0
09-01-2022 00:00,46.27182191,50.64079901,44.87471647,173.8924286,102.2800649,107.3703826,10,0
09-01-2022 01:00,51.44486978,46.32366117,55.87688985,136.3200819,142.8373784,126.4143017,10,0
09-01-2022 02:00,53.37161273,45.48757301,50.71999603,104.8845839,104.5531156,112.1918314,10,0
09-01-2022 03:00,47.65683481,55.51783974,48.02315229,126.5840417,125.4586231,141.0505383,8,0
09-01-2022 04:00,57.04595996,48.79875821,46.25894163,186.4282898,196.0515521,141.7137772,8,0
09-01-2022 05:00,43.61752422,52.45088479,50.08380155,133.5981624,135.6615622,163.073063,8,0
09-01-2022 06:00,58.94783458,40.76687126,50.74610204,177.6178005,174.140956,135.5581968,10,0
09-01-2022 07:00,50.74148246,48.28534777,55.42968676,142.2812979,189.5406436,183.799703,10,1
09-01-2022 08:00,52.8108871,58.30677825,58.74948323,182.2645978,173.5429348,141.5960132,12,0
09-01-2022 09:00,42.67756836,52.88927601,46.26882574,196.4740877,128.4099103,111.32807,8,0
09-01-2022 10:00,53.55326436,49.84612651,41.13766983,167.6370284,180.8908651,157.6272891,8,0
09-01-2022 11:00,51.71603334,47.12425254,44.99056064,193.0985701,143.7658139,182.0940443,12,1
09-01-2022 12:00,55.78887368,50.55439992,53.658823,138.5560469,191.0585428,191.9810798,8,0
09-01-2022 13:00,49.23441573,55.837348,48.20868024,112.1566747,116.1705844,132.92668,10,0
09-01-2022 14:00,57.97202135,45.80686689,41.8817215,185.8879577,176.5579578,192.0076428,8,0
09-01-2022 15:00,48.02329233,41.45276153,48.47884626,141.4263378,103.3621623,173.0050319,8,0
09-01-2022 16:00,45.44590834,44.73695575,58.67753111,100.4065698,149.2905737,109.9683476,10,0
09-01-2022 17:00,46.99051372,48.09421622,42.29155492,141.2207526,150.6361979,195.6126697,8,0
09-01-2022 18:00,41.46889592,53.12557396,56.54746762,128.0373145,121.1337345,107.9054914,8,0
09-01-2022 19:00,43.65825712,58.67680451,46.18285573,193.6927124,132.4653334,148.3676442,12,0
09-01-2022 20:00,55.23440686,40.31085615,50.99918387,101.9328335,183.2948478,158.7031246,10,0
09-01-2022 21:00,59.64252926,45.22461113,49.42361012,198.6482361,191.0411251,142.8616937,8,1
09-01-2022 22:00,44.25568799,51.33918792,42.94541332,147.2005097,191.4426509,139.9626894,12,0
09-01-2022 23:00,46.6684597,46.137059,41.01571449,119.8848536,102.2333178,122.1077506,8,0
10-01-2022 00:00,52.33742539,40.29467439,49.88711545,170.8413999,136.1308927,185.2997904,12,0
10-01-2022 01:00,50.05481542,46.46321539,56.15591592,143.3664081,179.1894233,145.5285058,12,0
10-01-2022 02:00,44.36418146,48.33101747,55.56238365,103.2662583,184.1335527,140.6129233,12,0
10-01-2022 03:00,50.75995053,41.34111178,44.29050652,110.3670589,153.2601592,188.5627869,12,0
10-01-2022 04:00,44.03802396,47.42629722,55.09515481,112.6494343,132.8517427,177.887103,10,0
10-01-2022 05:00,43.22135731,59.28091728,46.24293449,133.1156938,176.494196,118.959546,12,0
10-01-2022 06:00,54.49870857,59.24713913,42.57670603,160.0863941,145.0171389,158.4283814,12,0
10-01-2022 07:00,40.94198032,55.25549515,51.96730435,198.6784342,188.689815,153.1082355,10,0
10-01-2022 08:00,50.90551536,55.56075407,51.94331067,171.259784,143.0399382,147.473862,12,0
10-01-2022 09:00,55.72305299,50.01786496,56.50635908,163.5193208,102.8231468,110.3659588,8,0
10-01-2022 10:00,50.83914231,51.37982015,41.52962807,178.2516926,111.7240014,175.1747128,12,0
10-01-2022 11:00,58.39930779,52.44409638,40.53515724,116.8965033,173.8341877,142.1214973,8,0
10-01-2022 12:00,57.27437727,50.68723661,42.37377602,170.4272516,166.8096745,103.7139668,10,0
10-01-2022 13:00,41.55485561,47.18129822,40.90503438,125.5440738,163.7023095,165.9427601,8,1
10-01-2022 14:00,52.07352986,42.04838246,45.77522594,138.9792357,118.3794268,130.6603974,12,0
10-01-2022 15:00,45.37115249,40.49422337,59.64438698,199.3794506,152.1564569,145.1240348,12,0
10-01-2022 16:00,47.19989059,52.47152019,55.29767675,108.0607693,176.2119316,151.9351701,10,0
10-01-2022 17:00,49.99324044,47.70674961,44.97752573,177.5404584,137.6226475,172.8179169,10,0
10-01-2022 18:00,56.07898779,54.70697314,51.00988958,197.1218459,124.522186,130.12504,8,0
10-01-2022 19:00,41.27192852,40.67329939,46.95689122,138.3886566,101.6801018,163.0783978,12,0
10-01-2022 20:00,56.03918046,55.5858747,42.53013352,198.3192559,106.8228551,148.1524619,12,0
10-01-2022 21:00,41.71261737,49.64881115,48.08656238,119.5484252,134.4855952,100.5246219,8,0
10-01-2022 22:00,56.12774695,47.54171332,44.48597732,143.9443521,182.5956296,152.1862716,10,0
10-01-2022 23:00,44.54181266,50.47940406,41.35150186,198.716168,182.8439569,194.6487733,12,0
11-01-2022 00:00,51.49240374,40.19492522,44.22597524,157.3596803,189.4864274,155.2819855,8,0
11-01-2022 01:00,40.45652055,50.55800945,47.39025636,135.0678825,129.8931338,182.2273108,10,0
11-01-2022 02:00,41.33353952,47.64134315,58.85828966,186.5964187,117.0981298,158.6616726,8,0
11-01-2022 03:00,40.74152733,56.09955653,47.65006676,153.9159658,112.0138155,112.400674,8,0
11-01-2022 04:00,57.08099657,41.51241315,54.68748258,160.7174482,154.4445734,149.631043,8,0
11-01-2022 05:00,41.80050817,50.66166722,57.33180506,199.6633357,165.6194036,164.1579615,10,0
11-01-2022 06:00,42.29305077,40.65501242,51.14218442,100.2561038,119.2832931,187.2793047,10,1
11-01-2022 07:00,46.3460112,59.25362528,46.35320977,150.2991667,108.633515,174.1322519,12,0
11-01-2022 08:00,54.48152121,48.18734359,47.24521305,139.0172487,143.39618,174.1505533,10,0
11-01-2022 09:00,47.87720581,42.27292498,50.86758381,173.025634,172.7677886,107.2151234,8,0
11-01-2022 10:00,47.86465218,50.6272313,47.32421168,104.9085603,188.6434928,143.5758301,12,0
11-01-2022 11:00,51.4489485,48.94537992,51.56836044,166.6747891,114.7347995,118.1264567,8,0
11-01-2022 12:00,56.09790977,58.10266787,43.39157931,130.6119902,118.2454241,181.6630576,10,0
11-01-2022 13:00,50.58853376,55.74689062,53.40862822,186.7299212,167.150397,127.7067839,10,0
11-01-2022 14:00,49.246945,45.6313489,59.25944856,170.4355944,191.7033261,100.5436651,8,0
11-01-2022 15:00,49.80503634,42.83296696,44.7835567,115.0212067,117.7522932,147.7083695,12,1
11-01-2022 16:00,53.32992533,58.607236,48.28291665,122.4788788,169.2302602,184.7277669,8,0
11-01-2022 17:00,52.48129159,41.32157895,46.85536402,119.7548401,179.5580514,105.843559,8,0
11-01-2022 18:00,57.72570507,56.34802878,58.24620512,186.6321165,138.6248734,164.8252145,12,0
11-01-2022 19:00,53.66403149,50.92392688,50.07121008,111.3104274,127.0836113,174.9888198,10,0
11-01-2022 20:00,52.3583387,44.12900415,50.80029843,180.0302678,146.2010453,148.5548673,12,0
11-01-2022 21:00,44.41180105,57.53697193,52.67107366,155.2792096,107.9724135,176.0471303,8,0
11-01-2022 22:00,45.99517475,45.4077108,49.05515477,177.2311085,177.4061765,105.1288985,8,0
11-01-2022 23:00,41.00009861,52.60616091,47.09648483,161.8918776,159.6621898,157.7266615,8,0
12-01-2022 00:00,47.43969817,53.86623652,55.43142105,114.7913924,153.8053796,144.0002437,8,0
12-01-2022 01:00,44.81453883,58.62910889,57.87205652,155.2172161,153.1272094,172.3131149,8,0
12-01-2022 02:00,45.23416014,49.58142744,53.02960405,155.475296,114.5841831,199.6348493,10,1
12-01-2022 03:00,56.20081367,48.29969968,52.68417835,117.5478127,135.9718086,130.595816,12,0
12-01-2022 04:00,52.5544,51.92018919,57.60303752,192.4990908,165.4273909,162.7555535,8,0
12-01-2022 05:00,47.43482359,53.45637739,58.8913613,190.069427,152.4483128,111.941649,12,0
12-01-2022 06:00,51.3714519,44.65631888,52.4213819,114.7807838,199.3121587,189.4268312,8,0
12-01-2022 07:00,59.396613,56.95554668,51.90673241,197.5851253,164.5009135,149.1102253,8,0
